"filename", "language", "toml", "Python", "YAML", "Ini", "Shell Script", "Markdown", "comment", "blank", "total"
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/response_200/__init__.py", "Python", 0, 38, 0, 0, 0, 0, 6, 13, 57
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/response_200/content/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/response_200/content/application_json/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/response_200/content/application_json/schema.py", "Python", 0, 38, 0, 0, 0, 0, 9, 13, 60
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/response_200/content/application_xml/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/response_200/content/application_xml/schema.py", "Python", 0, 38, 0, 0, 0, 0, 9, 13, 60
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/response_400/__init__.py", "Python", 0, 18, 0, 0, 0, 0, 6, 9, 33
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/security/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/security/security_requirement_object_0.py", "Python", 0, 4, 0, 0, 0, 0, 6, 4, 14
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_tags/__init__.py", "Python", 0, 1, 0, 0, 0, 0, 3, 1, 5
